year,ncaa_id,first_name,last_name,transfer_date,update_date,division,institution,sport,multi_sport,conference,status,notes
2023-24,1807230933,AMANDA,CERRETANI,11/15/2023,11/15/2023,III,Keene State College,Softball,,Little East Conference,Active,
2023-24,1909699841,SIERRA,SANDERSON,11/16/2023,11/16/2023,II,Frostburg State University,Softball,,Mountain East Conference,Active,
2023-24,2010947755,SOFIA,ZAYAS,11/17/2023,11/18/2023,III,Kenyon College,Softball,,North Coast Athletic Conference,Active,
2023-24,2005854766,ABBEY,UNDERDAHL,11/20/2023,11/20/2023,III,Crown College (Minnesota),Softball,,Upper Midwest Athletic Conference,Active,
2023-24,2306917278,KENZIE,TUCK,11/20/2023,11/21/2023,II,Southwestern Oklahoma State University,Softball,,Great American Conference,Active,
2023-24,1708872227,KACI,ALDERSON,08/22/2023,11/27/2023,II,Mercyhurst University,Softball,,Pennsylvania State Athletic Conference,Matriculated,
2023-24,2307957074,ABIGAIL,CLARK,11/28/2023,11/28/2023,II,American International College,Field Hockey|Softball,,Northeast-10 Conference|Northeast-10 Conference,Active,
2023-24,2105174136,ABBIE,LANDRUM,09/26/2023,11/29/2023,I,Saint Peter's University,Softball,,Metro Atlantic Athletic Conference,Active,
2023-24,1907633390,LEA,WHITE,11/30/2023,11/30/2023,I,University of Massachusetts Lowell,Softball,,America East Conference,Active,
2023-24,1905584352,KAYLEE,BARRETT,11/30/2023,11/30/2023,II,Shorter University,Softball,,Gulf South Conference,Active,
2023-24,2009913738,KAITLYN,BELFIELD,09/19/2023,11/30/2023,III,Brooklyn College,Softball,,City University of New York Athletic Conference,Withdrawn,
2023-24,2211725144,LEAH,SAUNDERS,11/30/2023,11/30/2023,III,Eastern Nazarene College,Softball|Women's Soccer,,North Atlantic Conference|North Atlantic Conference,Active,
2023-24,2004851774,CAMRYN,ALTIMUS,12/01/2023,12/01/2023,I,South Dakota State University,Softball,,The Summit League,Active,
2023-24,1909674270,MADISON,OGDEN,12/01/2023,12/01/2023,I,Morehead State University,Softball,,Ohio Valley Conference,Active,
2023-24,1810333733,KAILEY,SAMORA,12/01/2023,12/01/2023,I,"California State University, Bakersfield",Softball,,Big West Conference,Active,
2023-24,2011959600,SYDNEY,REID,12/01/2023,12/02/2023,I,University of Missouri-Kansas City,Softball,,The Summit League,Active,
2023-24,2111369216,CYDNEY,KIEDAISCH,12/02/2023,12/02/2023,II,West Chester University of Pennsylvania,Softball,,Pennsylvania State Athletic Conference,Active,
2023-24,2002801623,VICTORIA,WASHINSKI,12/04/2023,12/05/2023,II,Glenville State University,Softball,,Mountain East Conference,Active,
2023-24,2011957352,ABIGAYLE,RUSSELL,11/22/2023,12/06/2023,II,Southwest Minnesota State University,Softball,,Northern Sun Intercollegiate Conference,Withdrawn,
2023-24,1805195378,KASSIDY,STETLER,12/06/2023,12/06/2023,II,"California State University, Monterey Bay",Softball,,California Collegiate Athletic Association,Active,
2023-24,2007890821,ANGELINA,CRAIG,12/01/2023,12/06/2023,I,Oklahoma State University,Softball,Yes - Softball,Big 12 Conference,Withdrawn,
2023-24,1710953069,MEGAN,DONAHUE,08/17/2023,12/07/2023,I,University of Wisconsin-Madison,Softball,,Big Ten Conference,Withdrawn,
2023-24,2210688214,KAYLA,SETO,12/07/2023,12/07/2023,I,South Dakota State University,Softball,,The Summit League,Active,
2023-24,2102105769,AVERY,BYRNES,12/07/2023,12/07/2023,III,Cabrini University,Softball,,Atlantic East Conference,Withdrawn,
2023-24,2106209062,ALEXANDRA,SCIARRETTO,12/01/2023,12/09/2023,I,Stonehill College,Softball,,Northeast Conference,Withdrawn,
2023-24,2011966631,AALIYAH,MARRERO,12/11/2023,12/12/2023,III,Hendrix College,Softball,,Southern Athletic Association,Active,
2023-24,2110345527,KAITLYN,RODRIGUEZ,12/01/2023,12/15/2023,I,Hampton University,Softball,,Coastal Athletic Association,Active,
2023-24,2308991905,MADISON,HEUER,12/18/2023,12/19/2023,II,Bloomfield College,Softball,,Central Atlantic Collegiate Conference,Active,
2023-24,2107250351,SUMMER,LAGOMARSINO,12/20/2023,12/20/2023,II,New Mexico Highlands University,Softball,,Rocky Mountain Athletic Conference,Active,
2023-24,2009918314,JUSTICE,PALMER,12/06/2023,12/22/2023,I,Ohio University,Softball,,Mid-American Conference,Active,
2023-24,2109319495,HAYLE,WITHEE,12/18/2023,12/22/2023,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Active,
2023-24,1910705508,ALYSE,HARVEY,09/07/2023,12/22/2023,II,"Minnesota State University, Mankato",Softball,,Northern Sun Intercollegiate Conference,Active,
2023-24,1810336996,KAILA,EASTBURN,08/10/2023,12/27/2023,I,Grand Canyon University,Softball,,Western Athletic Conference,Active,
2023-24,2107274941,ASHLEY,BUSH,11/30/2023,01/03/2024,I,James Madison University,Softball,,Sun Belt Conference,Active,
2023-24,1810322027,MARGO,HOPPER,08/18/2023,01/03/2024,III,St. Lawrence University,Softball,,Liberty League,Active,
2023-24,1808261937,CIARRA,MATA,11/17/2023,01/03/2024,I,University of Texas at San Antonio,Softball,,American Athletic Conference,Active,
2023-24,1810326610,EMMA,FROST,09/13/2023,01/04/2024,II,Lincoln Memorial University,Softball,,South Atlantic Conference,Matriculated,
2023-24,1706821528,ALYSSA,WONG,10/18/2023,01/04/2024,II,Fort Lewis College,Softball,,Rocky Mountain Athletic Conference,Matriculated,
2023-24,2310149272,LAUREN,CREON,11/13/2023,01/05/2024,III,Albion College,Softball,Yes - Softball,Michigan Intercol. Ath. Assn.,Active,
2023-24,2102106758,KAYLA,EVANS,08/02/2023,01/05/2024,II,Bowie State University,Softball,,Central Intercollegiate Athletic Association,Active,
2023-24,2010942379,JAYLEE,MARSHALL,12/07/2023,01/07/2024,I,Santa Clara University,Softball,,West Coast Conference,Active,
2023-24,2306925121,JAEDA,FIGUEROA,12/01/2023,01/08/2024,I,St. John's University (New York),Softball,,Big East Conference,Active,
2023-24,2109327561,MAKAYLA,COOPER,12/06/2023,01/09/2024,I,East Tennessee State University,Softball,,Southern Conference,Active,
2023-24,2007889833,KEIRA,CARRILLO,12/07/2023,01/10/2024,I,"California State University, Fresno",Softball,Yes - Softball,Mountain West Conference,Matriculated,
2023-24,2312176843,ELLEN,TARJAN,12/06/2023,01/12/2024,III,Salisbury University,Softball,,Coast-To-Coast Athletic Conference,Matriculated,
2023-24,2204492878,KENDAL,MILLER,12/01/2023,01/12/2024,II,University of Alabama in Huntsville,Softball,,Gulf South Conference,Matriculated,
2023-24,2009928709,ELLA,CORWELL,01/12/2024,01/12/2024,III,Wilkes University,Women's Basketball|Softball,,Landmark Conference|Landmark Conference,Active,
2023-24,2108297348,REILLY,AUSTIN,10/17/2023,01/12/2024,I,Stonehill College,Softball,,Northeast Conference,Active,
2023-24,1710940141,BRIDGET,DUNHAM,01/02/2024,01/13/2024,I,Florida International University,Softball,,Conference USA,Active,
2023-24,2009914722,DESIREE,RIVERA,12/01/2023,01/16/2024,I,Oregon State University,Softball,,Pac-12 Conference,Matriculated,
2023-24,2010941695,GABRIELLE,MCCONNELL,11/28/2023,01/16/2024,II,West Texas A&M University,Softball,,Lone Star Conference,Matriculated,
2023-24,2211731672,SOPHIA,PROPPS,12/06/2023,01/16/2024,I,Oakland University,Softball,,Horizon League,Matriculated,
2023-24,1509286049,MADELYN,WRIGHT,11/01/2023,01/17/2024,I,The University of North Carolina at Charlotte,Softball,,American Athletic Conference,Matriculated,
2023-24,1912765959,DESMYN,OWENS,01/16/2024,01/17/2024,II,Virginia State University,Softball,,Central Intercollegiate Athletic Association,Active,
2023-24,1710936079,MADISON,COLLINS,12/01/2023,01/17/2024,I,Tarleton State University,Softball,,Western Athletic Conference,Matriculated,
2023-24,1710933920,TAYLOR,MARCHIN,11/09/2023,01/17/2024,II,Southwestern Oklahoma State University,Softball,,Great American Conference,Matriculated,
2023-24,1904514536,MORGAN,BRUMBAUGH,12/12/2023,01/18/2024,II,Shippensburg University of Pennsylvania,Softball,,Pennsylvania State Athletic Conference,Matriculated,
2023-24,2005854701,RILEY,MCDANIEL,12/01/2023,01/19/2024,I,California Baptist University,Softball,Yes - Softball,Western Athletic Conference,Matriculated,
2023-24,2206586608,GIANNA,MISSITI,01/19/2024,01/20/2024,III,Norwich University,Softball|Women's Soccer,,Great Northeast Athletic Conference|Great Northeast Athletic Conference,Active,
2023-24,2210704363,HALEY,DYSON,09/21/2023,01/21/2024,I,Alabama State University,Softball,,Southwestern Athletic Conf.,Matriculated,
2023-24,2202428139,SOFIA,MAZZOLA,01/22/2024,01/22/2024,III,Catholic University,Softball,,Landmark Conference,Active,
2023-24,2006876676,MIKAYLA,O'BRIEN,09/27/2023,01/22/2024,III,University of Scranton,Softball,,Landmark Conference,Matriculated,
2023-24,2008901138,CAITLYN,BAUER,10/05/2023,01/22/2024,II,Concord University,Softball,,Mountain East Conference,Matriculated,
2023-24,2012979535,KAILA,POLLARD,12/01/2023,01/22/2024,I,University of Florida,Softball,,Southeastern Conference,Matriculated,
2023-24,2302779545,SAVANNAH,CLAUSEN,12/01/2023,01/23/2024,I,"California State University, Bakersfield",Softball,,Big West Conference,Matriculated,
2023-24,2312174151,BROOKE,VENTRELLE,12/03/2023,01/24/2024,III,Middlebury College,Softball,,New England Small College Athletic Conference,Matriculated,
2023-24,1908671102,ISABELLA,MILAZZO,12/03/2023,01/24/2024,II,The College of Saint Rose,Softball,,Northeast-10 Conference,Matriculated,
2023-24,2004836216,ABIGAIL,RHOADS,01/25/2024,01/25/2024,III,North Park University,Softball,,College Conference of Illinois & Wisconsin,Active,
2023-24,1905586405,SOFIA,KNOPF,01/25/2024,01/25/2024,III,Wheaton College (Massachusetts),Softball,,New England Women's and Men's Athletic Conference,Active,
2023-24,2109336929,JORDAN,RIVERA,11/10/2023,01/25/2024,II,Francis Marion University,Softball,,Conference Carolinas,Matriculated,
2023-24,2204519082,TATIANNA,MATUZ,01/24/2024,01/25/2024,III,Baldwin Wallace University,Softball,,Ohio Athletic Conference,Active,
2023-24,2110359777,VIVIAN,MEDINILLA,01/25/2024,01/26/2024,II,Newman University,Softball,,Mid-America Intercollegiate Athletics Association,Active,
2023-24,2106215047,ZOEY,MCDONOUGH,12/20/2023,01/26/2024,I,College of the Holy Cross,Softball,,Patriot League,Matriculated,
2023-24,1910719991,MAVICA,MENDEZ,01/26/2024,01/27/2024,II,East Stroudsburg University of Pennsylvania,Softball,,Pennsylvania State Athletic Conference,Active,
2023-24,2005866527,ALIVIA,MACALUSO,12/01/2023,01/29/2024,I,Seton Hall University,Softball,,Big East Conference,Matriculated,
2023-24,2208645543,GIANNA,POLETTI,09/08/2023,01/29/2024,I,Auburn University,Softball,,Southeastern Conference,Matriculated,
2023-24,2209677989,KINSLEY,DUNN,11/07/2023,01/30/2024,II,North Greenville University,Softball,,Conference Carolinas,Matriculated,
2023-24,2109337208,ANGELYNA,RODRIGUEZ,10/02/2023,01/30/2024,II,East Stroudsburg University of Pennsylvania,Softball,,Pennsylvania State Athletic Conference,Matriculated,
2023-24,2402210204,STEPHANIE,GRIFFIN,02/02/2024,02/02/2024,III,The College of Wooster,Softball,,North Coast Athletic Conference,Active,
2023-24,2108298396,TRISLYNN,PANGANORAN,10/27/2023,02/05/2024,II,West Virginia Wesleyan College,Softball,,Mountain East Conference,Matriculated,
2023-24,2109330293,MADISON,BACHMAN,12/07/2023,02/05/2024,I,University of Texas at El Paso,Softball,Yes - Softball,Conference USA,Matriculated,
2023-24,1801997403,JULIA,BOYET,09/07/2023,02/06/2024,I,Duke University,Softball,,Atlantic Coast Conference,Matriculated,
2023-24,2008912985,MACY,KROHMAN,12/01/2023,02/07/2024,I,University of Illinois Urbana-Champaign,Softball,,Big Ten Conference,Matriculated,
2023-24,1907638911,MEGHAN,CONNOR,02/08/2024,02/08/2024,II,Saint Michael's College,Softball,,Northeast-10 Conference,Active,
2023-24,2105177748,HANNAH,BURNETT,09/29/2023,02/08/2024,I,Grand Canyon University,Softball,,Western Athletic Conference,Matriculated,
2023-24,2209673728,KARISSA,WILLIAMS,02/07/2024,02/09/2024,I,University of the Incarnate Word,Softball,,Southland Conference,Active,
2023-24,2102114361,MAKAYLA,VINSON,01/31/2024,02/10/2024,II,Bowie State University,Softball,,Central Intercollegiate Athletic Association,Active,
2023-24,2402217444,ALEXANDRIA,PAINTNER,02/12/2024,02/12/2024,III,Greenville University,Softball,,St. Louis Intercollegiate Athletic Conference,Active,
2023-24,2206592533,JAZMYN,THOMPSON,02/12/2024,02/12/2024,II,Emmanuel University (Georgia),Softball,,Conference Carolinas,Active,
2023-24,1910731760,RAVEN,DEFRAIN,02/13/2024,02/13/2024,II,Northwest Missouri State University,Softball,,Mid-America Intercollegiate Athletics Association,Active,
2023-24,2211710768,KINSLEY,HALL,01/05/2024,02/13/2024,II,University of Mount Olive,Softball,,Conference Carolinas,Matriculated,
2023-24,2106212318,RILEY,MARSHALL,02/15/2024,02/15/2024,II,Adams State University,Softball,,Rocky Mountain Athletic Conference,Active,
2023-24,2109321237,GEORGIA,POLYDOROS,12/01/2023,02/16/2024,I,California Baptist University,Softball,,Western Athletic Conference,Matriculated,
2023-24,1909672777,DAHLIA,FINK,10/24/2023,02/19/2024,II,Bentley University,Softball,,Northeast-10 Conference,Matriculated,
2023-24,2108291983,BIANCA,POLISTINA,10/19/2023,02/21/2024,II,Saint Leo University,Softball,,Sunshine State Conference,Active,
2023-24,2108294366,KATHRYN,ROSE,09/26/2023,02/22/2024,II,Lincoln Memorial University,Softball,,South Atlantic Conference,Active,
2023-24,2003831983,EMELIA,CARVALHO,02/23/2024,02/23/2024,II,Southern New Hampshire University,Softball,,Northeast-10 Conference,Active,
2023-24,2402224341,JAMISIN,MANZANARES,02/22/2024,02/23/2024,III,Lyon College,Softball,,St. Louis Intercollegiate Athletic Conference,Active,
2023-24,1911738527,JORDAN,KAVANAGH,08/08/2023,02/24/2024,I,Western Michigan University,Softball,,Mid-American Conference,Active,
2023-24,2109328330,AMBER,HUGHES,02/27/2024,02/27/2024,II,North Greenville University,Softball,,Conference Carolinas,Active,
2023-24,2308982924,VICTORIA,QUINTANA,03/04/2024,03/05/2024,III,Houghton University,Softball,,Empire 8,Active,
2023-24,2403233441,INEZ,HATORI-LAA,03/06/2024,03/06/2024,III,St. Catherine University,Softball,,Minnesota Intercollegiate Athletic Conference,Active,
2023-24,2206574627,MEGAN,MURPHY,03/07/2024,03/07/2024,II,University of Wisconsin-Parkside,Softball,,Great Lakes Intercollegiate Athletic Conference,Active,
2023-24,2403233423,VICTORIA,VALENTINE,03/06/2024,03/07/2024,III,Vermont State University Lyndon,Softball,,North Atlantic Conference,Active,
2023-24,2207620267,MADISON,ADAMS,03/08/2024,03/08/2024,III,Illinois Wesleyan University,Softball,,College Conference of Illinois & Wisconsin,Active,
2023-24,2202435861,ALEXSA,BEDNAREK,10/31/2023,03/08/2024,III,"Concordia College, Moorhead",Softball,,Minnesota Intercollegiate Athletic Conference,Matriculated,
2023-24,2111371563,JORDAN,CHAMBERLAIN,12/05/2023,03/08/2024,I,University of Massachusetts Lowell,Softball,,America East Conference,Matriculated,
2023-24,2010948501,CHELSEA,THOMPSON,11/29/2023,03/12/2024,II,University of Charleston (West Virginia),Softball,,Mountain East Conference,Matriculated,
2023-24,2403234463,HANNAH,CORVINO,03/07/2024,03/12/2024,III,Vermont State University Lyndon,Softball,,North Atlantic Conference,Active,
2023-24,2112397162,RYLEIGH,CARRAWAY,12/01/2023,03/14/2024,I,Purdue University Fort Wayne,Softball,,Horizon League,Active,
2023-24,2207599887,MIA,AMORINO,03/20/2024,03/20/2024,III,Marywood University,Softball,,Atlantic East Conference,Active,
2023-24,2005866625,KORI,ROMINGER,03/20/2024,03/20/2024,II,Southern Wesleyan University,Softball,,Conference Carolinas,Active,
2023-24,2208644059,TAYLOR,SAIN,03/22/2024,03/22/2024,II,West Virginia Wesleyan College,Softball,,Mountain East Conference,Active,
2023-24,2402225212,EMILY,DOYLE,03/26/2024,03/26/2024,III,Bethany Lutheran College,Softball,,Upper Midwest Athletic Conference,Active,
2023-24,2101983812,MADILYN,CICERO,03/26/2024,03/26/2024,III,Waynesburg University,Softball,,Presidents' Athletic Conference,Active,
2023-24,2208633483,CORRIN,KENNEDY,03/26/2024,03/26/2024,I,Jacksonville University,Softball,,Atlantic Sun Conference,Active,
2023-24,1909677265,SARA,ROLLINS,03/28/2024,03/28/2024,I,Coastal Carolina University,Softball,,Sun Belt Conference,Active,
2023-24,2111367963,JACEY,POWER,03/29/2024,03/29/2024,II,East Central University,Softball,,Great American Conference,Active,
2023-24,2001794927,MACKIENZEE,RASHEED,04/02/2024,04/02/2024,II,Lincoln University (Pennsylvania),Softball,,Central Intercollegiate Athletic Association,Active,
2023-24,2202441104,CAITLIN,JORDAN,04/03/2024,04/03/2024,III,Immaculata University,Softball,,Atlantic East Conference,Active,
2023-24,1706828438,KRISTYN,SMITH,04/04/2024,04/04/2024,I,Manhattan University,Softball,,Metro Atlantic Athletic Conference,Active,
2023-24,1903451601,MIYAH,JACKSON,04/05/2024,04/05/2024,II,Henderson State University,Softball,,Great American Conference,Active,
2023-24,2004843779,BAILEY,QUIRE,04/04/2024,04/05/2024,III,Vermont State University Lyndon,Softball,,North Atlantic Conference,Active,
2023-24,1604458895,ERICKA,YOUNG,04/05/2024,04/05/2024,II,Benedict College,Softball,,Southern Intercol. Ath. Conf.,Active,
2023-24,2305915160,ALEXIA,MARTINEZ,04/08/2024,04/08/2024,II,Palm Beach Atlantic University,Softball,,Sunshine State Conference,Active,
2023-24,1709913255,JADE,GOMEZ-CHAVARRIA,08/31/2023,04/09/2024,III,Rosemont College,Softball,,United East Conference,Withdrawn,
2023-24,2004843832,RACHEL,VARGA,04/09/2024,04/09/2024,II,Lake Erie College,Softball,,Great Midwest Athletic Conference,Active,
2023-24,2111367950,NATALIE,JOHNSON,04/10/2024,04/10/2024,II,Grand Valley State University,Softball,,Great Lakes Intercollegiate Athletic Conference,Active,
2023-24,2008898980,ALYSSA,BUKSZAR,04/11/2024,04/11/2024,II,Converse University,Softball,,Conference Carolinas,Active,
2023-24,2404266792,ARIEL,LASHINSKY,04/12/2024,04/13/2024,III,Occidental College,Softball,,Southern California Intercollegiate Athletic Conf.,Active,
2023-24,2211713538,ABBY,RAGAN,04/15/2024,04/15/2024,II,Erskine College,Softball,,Conference Carolinas,Active,
